group_id	user_id	image_id	cluster_image_name	timestamp
85	854	289	140241987597008.jpe	1535996509000
85	854	196	140244230083536.jpe	1535996510000
85	854	83	139770154092560.jpe	1535996511000
145	653	192	140244434589520_2.jpe	1535998710000
50	653	192	140244434589520_2.jpe	1535998720000
125	169	196	140244230083536.jpe	1536004333000
125	169	83	139770154092560.jpe	1536004346000
125	169	289	140241987597008.jpe	1536004364000
38	504	39	140244412473872_2.jpe	1536005444000
136	1547	258	140244419125200_5.jpe	1536013337000
86	677	245	139900393518096.jpe	1536013738000
41	404	258	140244419125200_5.jpe	1536014353000
32	1343	142	140244427161360_5.jpe	1536014506000
32	1343	142	140244427161360_5.jpe	1536014693000
123	1473	245	139900393518096.jpe	1536017430000
64	148	176	139656528742672_2.jpe	1536023295000
176	606	196	140244230083536.jpe	1536023518000
38	1387	176	139656528742672_2.jpe	1536025882000
123	1386	176	139656528742672_2.jpe	1536029970000
111	709	196	140244230083536.jpe	1536032792000
111	709	289	140241987597008.jpe	1536033174000
111	709	83	139770154092560.jpe	1536035142000
5	442	39	140244412473872_2.jpe	1536049726000
176	1127	39	140244412473872_2.jpe	1536067262000
50	91	110	140140502968144.jpe	1536070903000
61	872	110	140140502968144.jpe	1536072814000
26	120	60	140140502968272_2.jpe	1536083169000
176	437	9	140296049108240.jpe	1536089552000
86	256	245	139900393518096.jpe	1536103464000
169	411	261	140231408684688.jpe	1536105659000
37	648	245	139900393518096.jpe	1536110500000
37	648	28	139857829190992.jpe	1536110515000
36	465	176	139656528742672_2.jpe	1536113426000
123	313	245	139900393518096.jpe	1536113593000
41	404	169	140667701666896_3.jpe	1536116531000
85	1085	245	139900393518096.jpe	1536145327000
85	1085	28	139857829190992.jpe	1536145329000
86	1514	245	139900393518096.jpe	1536148411000
19	1388	176	139656528742672_2.jpe	1536151008000
123	902	60	140140502968272_2.jpe	1536157710000
1	1048	28	139857829190992.jpe	1536178257000
1	1048	245	139900393518096.jpe	1536178259000
176	110	259	139820777738192.jpe	1536178270000
123	1095	245	139900393518096.jpe	1536179213000
123	1095	28	139857829190992.jpe	1536179234000
35	688	259	139820777738192.jpe	1536180420000
120	539	162	140311755257680_5.jpe	1536182614000
6	720	245	139900393518096.jpe	1536183238000
36	233	259	139820777738192.jpe	1536190768000
49	508	259	139820777738192.jpe	1536194213000
183	1276	259	139820777738192.jpe	1536194562000
86	321	162	140311755257680_5.jpe	1536196143000
119	79	259	139820777738192.jpe	1536199321000
8	1549	259	139820777738192.jpe	1536199898000
119	1462	212	140308634721232_2.jpe	1536205910000
15	196	47	139784449651920.jpe	1536214911000
111	196	47	139784449651920.jpe	1536215980000
7	227	277	140306040059600.jpe	1536229331000
7	227	277	140306040059600.jpe	1536231871000
8	981	25	140369075488720.jpe	1536235909000
13	1369	162	140311755257680_5.jpe	1536239123000
36	673	25	140369075488720.jpe	1536242999000
36	856	106	139900408197072_18.jpe	1536245936000
127	1370	162	140311755257680_5.jpe	1536247229000
6	720	162	140311755257680_5.jpe	1536250080000
86	470	249	140542490215824_40.jpe	1536255789000
7	1105	259	139820777738192.jpe	1536256949000
46	226	106	139900408197072_18.jpe	1536262857000
7	639	145	140667682771152.jpe	1536263340000
64	1348	145	140667682771152.jpe	1536263445000
180	439	145	140667682771152.jpe	1536263463000
176	130	59	140667686783120.jpe	1536264020000
35	1347	145	140667682771152.jpe	1536264038000
8	258	173	140667685797712.jpe	1536264041000
86	470	259	139820777738192.jpe	1536264112000
23	645	145	140667682771152.jpe	1536264128000
1	518	59	140667686783120.jpe	1536264201000
16	1443	201	140311727260368.jpe	1536265672000
176	1346	145	140667682771152.jpe	1536266215000
120	617	221	140667606041296.jpe	1536266304000
64	617	221	140667606041296.jpe	1536266331000
95	1345	145	140667682771152.jpe	1536266546000
36	1345	145	140667682771152.jpe	1536266583000
64	1214	173	140667685797712.jpe	1536266921000
55	62	279	139895596480464_3.jpe	1536267313000
55	62	279	139895596480464_3.jpe	1536267320000
86	677	145	140667682771152.jpe	1536267604000
35	865	201	140311727260368.jpe	1536269037000
86	321	3	140667701668944_26.jpe	1536273276000
15	1241	89	139895596480464_6.jpe	1536277077000
153	368	89	139895596480464_6.jpe	1536277361000
76	1211	89	139895596480464_6.jpe	1536277424000
85	854	106	139900408197072_18.jpe	1536277877000
148	658	60	140140502968272_2.jpe	1536278728000
38	1463	212	140308634721232_2.jpe	1536280979000
123	1240	89	139895596480464_6.jpe	1536283655000
41	404	3	140667701668944_26.jpe	1536284074000
113	81	157	140667669259280.jpe	1536285641000
145	476	201	140311727260368.jpe	1536286064000
120	617	89	139895596480464_6.jpe	1536286229000
41	404	169	140667701666896_3.jpe	1536286241000
185	1079	28	139857829190992.jpe	1536289285000
5	1079	28	139857829190992.jpe	1536289285000
185	1079	245	139900393518096.jpe	1536289289000
5	1079	245	139900393518096.jpe	1536289289000
50	234	169	140667701666896_3.jpe	1536289732000
176	1501	237	140667565604624.jpe	1536293814000
176	1502	237	140667565604624.jpe	1536294253000
162	179	217	140667701669072_23.jpe	1536317130000
50	653	197	140667701669520_14.jpe	1536317645000
145	653	197	140667701669520_14.jpe	1536317657000
3	973	48	139792371448208_5.jpe	1536320402000
157	1542	252	139895596479696_13.jpe	1536320869000
50	234	252	139895596479696_13.jpe	1536321194000
167	655	169	140667701666896_3.jpe	1536324401000
95	95	259	139820777738192.jpe	1536329604000
36	95	259	139820777738192.jpe	1536329624000
167	655	283	140667701667408_25.jpe	1536329961000
59	736	199	139896097873424_2.jpe	1536331957000
126	1487	231	140369087619152_5.jpe	1536332226000
7	295	106	139900408197072_18.jpe	1536334653000
23	454	106	139900408197072_18.jpe	1536335159000
228	1577	283	140667701667408_25.jpe	1536336554000
126	1377	169	140667701666896_3.jpe	1536338265000
162	1465	217	140667701669072_23.jpe	1536339962000
176	110	283	140667701667408_25.jpe	1536340284000
176	897	283	140667701667408_25.jpe	1536340537000
25	1442	199	139896097873424_2.jpe	1536340684000
86	585	3	140667701668944_26.jpe	1536342341000
120	1318	132	140667701668944_37.jpe	1536343720000
120	1562	269	140667692539536.jpe	1536343904000
1	695	283	140667701667408_25.jpe	1536344526000
148	106	106	139900408197072_18.jpe	1536344719000
148	106	106	139900408197072_18.jpe	1536344719000
76	106	106	139900408197072_18.jpe	1536344720000
120	539	132	140667701668944_37.jpe	1536345020000
120	539	269	140667692539536.jpe	1536345027000
48	1576	283	140667701667408_25.jpe	1536346404000
153	1578	283	140667701667408_25.jpe	1536346464000
64	148	10	140667701669456_23.jpe	1536355923000
16	372	10	140667701669456_23.jpe	1536356096000
177	487	106	139900408197072_18.jpe	1536365390000
190	1519	245	139900393518096.jpe	1536368061000
95	1564	273	140667701668304_24.jpe	1536368631000
95	1564	273	140667701668304_24.jpe	1536370355000
38	1543	252	139895596479696_13.jpe	1536375041000
189	1561	268	140667701668560_34.jpe	1536377997000
176	1264	106	139900408197072_18.jpe	1536403346000
120	457	283	140667701667408_25.jpe	1536407902000
16	431	283	140667701667408_25.jpe	1536414538000
180	439	106	139900408197072_18.jpe	1536415997000
80	602	47	139784449651920.jpe	1536416000000
3	1499	234	140311737791056.jpe	1536417058000
123	1263	106	139900408197072_18.jpe	1536418923000
176	850	28	139857829190992.jpe	1536420090000
7	898	123	139896136061328_14.jpe	1536422283000
3	1499	234	140311737791056.jpe	1536423153000
7	92	123	139896136061328_14.jpe	1536424353000
36	1560	268	140667701668560_34.jpe	1536425032000
42	572	176	139656528742672_2.jpe	1536426684000
120	429	106	139900408197072_18.jpe	1536427999000
2	1239	89	139895596480464_6.jpe	1536440751000
64	372	222	140667450864784.jpe	1536443637000
16	372	222	140667450864784.jpe	1536443642000
179	1544	254	140311737793104.jpe	1536445168000
95	1479	228	140667701667216_34.jpe	1536448716000
36	1479	228	140667701667216_34.jpe	1536448717000
120	9	148	140667704673936_34.jpe	1536448841000
16	49	148	140667704673936_34.jpe	1536448928000
176	314	222	140667450864784.jpe	1536449170000
33	65	106	139900408197072_18.jpe	1536453712000
35	1155	73	140311744751760_10.jpe	1536484364000
61	288	245	139900393518096.jpe	1536484980000
76	63	106	139900408197072_18.jpe	1536510334000
5	1080	245	139900393518096.jpe	1536523976000
5	1080	28	139857829190992.jpe	1536524019000
26	757	104	140311744420112_8.jpe	1536531016000
111	757	104	140311744420112_8.jpe	1536531028000
50	980	25	140369075488720.jpe	1536536674000
48	1471	222	140667450864784.jpe	1536543910000
176	897	261	140231408684688.jpe	1536545748000
8	472	219	140044693202576_7.jpe	1536549817000
68	472	219	140044693202576_7.jpe	1536551226000
61	288	47	139784449651920.jpe	1536570062000
176	417	196	140244230083536.jpe	1536585375000
176	417	83	139770154092560.jpe	1536585382000
86	1221	196	140244230083536.jpe	1536586512000
86	1221	289	140241987597008.jpe	1536586523000
86	1221	83	139770154092560.jpe	1536586525000
123	906	184	140667693112656.jpe	1536586604000
8	472	66	140667693109840.jpe	1536587621000
68	472	66	140667693109840.jpe	1536587628000
123	906	184	140667693112656.jpe	1536588178000
35	865	60	140140502968272_2.jpe	1536590905000
35	184	60	140140502968272_2.jpe	1536595690000
148	658	60	140140502968272_2.jpe	1536609714000
70	1376	169	140667701666896_3.jpe	1536610965000
123	1404	183	139860363388112.jpe	1536613249000
148	658	60	140140502968272_2.jpe	1536614206000
64	372	183	139860363388112.jpe	1536619175000
16	372	183	139860363388112.jpe	1536619203000
38	303	47	139784449651920.jpe	1536624823000
176	417	25	140369075488720.jpe	1536625066000
126	1485	231	140369087619152_5.jpe	1536632003000
59	613	196	140244230083536.jpe	1536642400000
59	613	83	139770154092560.jpe	1536642402000
59	613	289	140241987597008.jpe	1536642404000
95	235	185	139860363390544_2.jpe	1536657228000
36	235	185	139860363390544_2.jpe	1536657230000
78	912	25	140369075488720.jpe	1536657738000
120	539	268	140667701668560_34.jpe	1536662884000
119	892	108	139860363387408_15.jpe	1536668591000
86	892	108	139860363387408_15.jpe	1536668800000
78	912	290	140406699627344_3.jpe	1536672227000
120	193	47	139784449651920.jpe	1536676603000
153	368	290	140406699627344_3.jpe	1536683046000
78	912	108	139860363387408_15.jpe	1536683133000
179	1583	290	140406699627344_3.jpe	1536684094000
177	983	25	140369075488720.jpe	1536684885000
145	229	108	139860363387408_15.jpe	1536687388000
99	1365	290	140406699627344_3.jpe	1536688187000
76	317	108	139860363387408_15.jpe	1536689129000
111	1588	290	140406699627344_3.jpe	1536689448000
176	1271	108	139860363387408_15.jpe	1536689904000
7	3	47	139784449651920.jpe	1536691799000
120	617	108	139860363387408_15.jpe	1536692543000
3	1267	108	139860363387408_15.jpe	1536692726000
91	302	231	140369087619152_5.jpe	1536692942000
15	617	108	139860363387408_15.jpe	1536693000000
64	617	108	139860363387408_15.jpe	1536693025000
176	223	108	139860363387408_15.jpe	1536694093000
145	13	290	140406699627344_3.jpe	1536694135000
176	1585	290	140406699627344_3.jpe	1536694390000
176	897	108	139860363387408_15.jpe	1536695033000
120	1036	108	139860363387408_15.jpe	1536695424000
153	368	108	139860363387408_15.jpe	1536696248000
86	254	290	140406699627344_3.jpe	1536696865000
119	689	108	139860363387408_15.jpe	1536698604000
177	23	47	139784449651920.jpe	1536699100000
103	92	47	139784449651920.jpe	1536699333000
7	92	47	139784449651920.jpe	1536699338000
26	636	40	139860332458448_19.jpe	1536699704000
183	1276	108	139860363387408_15.jpe	1536700838000
176	1273	108	139860363387408_15.jpe	1536701048000
34	1280	108	139860363387408_15.jpe	1536701722000
183	599	108	139860363387408_15.jpe	1536701885000
