group_id	user_id	image_id	cluster_image_name	timestamp
33	402	95	140311744419280_13.jpe	1536372362000
86	585	96	140667610798096.jpe	1536373289000
3	347	59	140667701666832_31.jpe	1536374610000
25	751	59	140667701666832_31.jpe	1536375146000
36	233	102	140311755256784_12.jpe	1536375875000
60	254	96	140667610798096.jpe	1536376969000
86	254	96	140667610798096.jpe	1536376971000
59	254	96	140667610798096.jpe	1536377085000
95	183	59	140667701666832_31.jpe	1536378273000
36	183	59	140667701666832_31.jpe	1536378273000
169	411	102	140311755256784_12.jpe	1536378674000
78	912	96	140667610798096.jpe	1536381493000
78	912	96	140667610798096.jpe	1536382091000
59	514	96	140667610798096.jpe	1536384011000
145	236	85	139820729803728_2.jpe	1536386017000
36	137	95	140311744419280_13.jpe	1536391512000
36	137	59	140667701666832_31.jpe	1536391543000
111	196	59	140667701666832_31.jpe	1536392040000
15	196	59	140667701666832_31.jpe	1536392112000
59	785	96	140667610798096.jpe	1536393416000
59	379	96	140667610798096.jpe	1536406451000
55	62	95	140311744419280_13.jpe	1536413579000
28	862	2	140667704674512_24.jpe	1536416499000
32	802	59	140667701666832_31.jpe	1536417039000
80	602	22	140067876230160.jpe	1536419596000
80	602	12	140216935626000.jpe	1536419602000
80	602	51	139902213105424_7.jpe	1536419626000
80	602	101	139875164269392_5.jpe	1536419631000
113	819	96	140667610798096.jpe	1536423593000
28	862	2	140667704674512_24.jpe	1536424361000
91	302	96	140667610798096.jpe	1536424962000
129	598	59	140667701666832_31.jpe	1536428397000
25	598	59	140667701666832_31.jpe	1536428397000
86	256	59	140667701666832_31.jpe	1536429721000
78	912	27	140667701668560_35.jpe	1536431162000
120	9	96	140667610798096.jpe	1536434767000
167	11	96	140667610798096.jpe	1536437936000
23	350	59	140667701666832_31.jpe	1536438666000
55	62	121	140667704371216_8.jpe	1536441982000
161	87	2	140667704674512_24.jpe	1536443362000
161	87	2	140667704674512_24.jpe	1536443393000
148	737	59	140667701666832_31.jpe	1536456428000
